Soma de client_id,Soma de current_age,Soma de retirement_age,Soma de birth_year,Soma de birth_month,gender,address,Soma de latitude,Soma de longitude,Soma de per_capita_income,yearly_income,Soma de total_debt,Soma de credit_score,Soma de num_credit_cards
1251,29,67,1990,10,Female,645 Tenth Boulevard,3284,-11688,20673,42150,39663,750,3
654,47,69,1972,7,Female,646 South Lane,3914,-8178,16618,33883,50616,524,1
1247,69,71,1950,9,Female,6466 Ninth Drive,3554,-11891,21654,44152,90526,700,5
1393,52,67,1967,4,Female,6467 Birch Street,4125,-9712,16901,34460,43936,692,2
700,21,68,1998,12,Female,649 Second Avenue,4071,-7399,91487,186534,233746,590,1
873,52,68,1967,8,Female,65 Fifth Boulevard,2824,-8128,22086,45037,31792,710,3
358,36,71,1983,7,Female,65 Fifth Lane,3417,-8237,15243,31079,91845,605,2
840,68,64,1952,1,Female,651 Fourth Avenue,3774,-12244,51692,88432,63075,694,6
1473,51,67,1968,11,Female,6541 Fourth Drive,3704,-9329,20316,41427,53773,850,3
1353,50,65,1970,2,Female,655 Federal Avenue,4046,-11163,21232,43294,104521,816,7
1220,22,62,1997,4,Female,655 Mountain View Lane,417,-11187,17093,34852,53830,641,1
58,38,66,1981,4,Female,6561 George Avenue,3881,-9096,25756,52512,95640,706,2
19,82,68,1937,5,Female,6577 Catherine Lane,3441,-1197,23071,34903,1336,630,1
793,73,60,1946,8,Female,658 Plum Avenue,2614,-8013,21084,42593,16083,703,2
949,29,71,1990,11,Female,6595 Ocean Drive,4045,-7448,31234,63684,96864,709,5
1894,21,70,1999,1,Female,6595 Summit Boulevard,4151,-9348,23347,47602,89319,790,2
603,42,67,1978,2,Female,66 Norfolk Avenue,3548,-9726,21884,44624,102882,611,1
766,44,63,1975,8,Female,66 Plum Avenue,2823,-8217,15187,30967,61201,685,3
1221,64,69,1955,11,Female,6606 Jefferson Avenue,3392,-11724,15079,30747,51667,850,4
1733,47,66,1972,6,Female,6613 Hill Drive,3673,-8416,12814,26130,54290,498,1
1748,44,71,1975,7,Female,6624 Valley Street,3121,-8137,26808,54659,73363,628,1
1331,49,70,1971,2,Female,6661 Mill Lane,4711,-12276,24044,49026,83385,718,1
820,70,59,1949,12,Female,669 South Street,417,-703,26762,41902,29713,633,5
1896,50,79,1969,9,Female,6695 River Lane,4191,-8338,19736,40246,74352,641,5
1188,24,61,1995,8,Female,66992 Second Street,363,-11524,31374,63969,128412,626,1
662,32,71,1987,11,Female,670 Tenth Drive,4186,-8806,42028,85694,120733,822,2
1319,19,68,2000,3,Female,671 George Drive,382,-8455,23827,48582,189348,546,1
246,50,70,1969,9,Female,671 West Drive,4496,-9326,40364,82298,0,791,4
1841,28,71,1991,5,Female,672 Grant Lane,2998,-8167,19805,40381,63008,730,3
1285,68,53,1951,12,Female,6723 Maple Street,3883,-7721,30622,65298,18684,524,2
1420,87,70,1932,8,Female,673 11th Drive,4494,-931,38514,60652,0,688,4
1514,53,58,1966,11,Female,6733 Third Boulevard,4137,-821,18110,36925,89762,721,5
638,65,65,1955,2,Female,674 Elm Boulevard,4154,-9613,25102,16889,38489,679,5
230,39,65,1980,10,Female,675 Fifth Avenue,3044,-9112,17412,35501,78801,693,4
1558,47,65,1973,2,Female,675 Little Creek Drive,4064,-7394,25172,51330,106161,597,2
735,49,67,1970,12,Female,676 Bayview Street,4779,-1222,33226,67743,67132,752,3
1329,24,68,1995,3,Female,6768 Federal Avenue,3408,-11746,13739,28011,20196,720,4
249,42,69,1977,9,Female,6777 First Drive,341,-11738,14632,29835,46702,618,7
1719,81,64,1938,9,Female,678 Park Drive,2577,-802,19386,23217,2559,616,3
265,44,70,1975,10,Female,68 Rose Boulevard,278,-9739,22314,45497,101549,713,3
1404,52,71,1967,11,Female,68 Sixth Avenue,323,-9547,17886,36472,80469,526,2
291,64,66,1956,1,Female,682 Federal Lane,3476,-8497,19818,40407,62695,793,3
453,26,67,1994,2,Female,682 Martin Luther King Avenue,3279,-9676,63159,128775,232506,655,1
704,51,67,1968,7,Female,6840 North Lane,412,-7373,55274,112695,35135,840,6
1476,29,66,1990,3,Female,685 Jefferson Avenue,4071,-7406,21916,44688,88092,716,3
764,77,68,1943,1,Female,6864 Norfolk Boulevard,3261,-8363,20835,31066,20902,712,4
392,50,65,1969,11,Female,687 Fifth Boulevard,2764,-8039,16234,33098,59605,775,3
333,20,64,2000,1,Female,6877 Jefferson Drive,3945,-7472,23298,47504,65156,706,1
1860,33,65,1986,6,Female,689 Littlewood Lane,3448,-8728,17271,35213,87653,719,3
440,43,50,1976,11,Female,689 Valley Stream Lane,4267,-7098,52066,106159,144773,703,5
66,20,71,1999,6,Female,69 Norfolk Avenue,4123,-8081,15361,31314,40331,721,4
408,58,62,1961,4,Female,690 Hill Lane,454,-9184,15371,31343,49537,741,3
1900,62,62,1958,2,Female,690 Oak Street,4306,-8796,19483,36465,12789,688,1
1461,41,72,1978,12,Female,691 Valley Drive,4124,-8182,23559,48038,83238,704,6
128,40,66,1979,4,Female,6914 Wessex Avenue,2976,-9538,15389,31377,59615,722,2
812,41,67,1978,4,Female,6946 Park Drive,4278,-7248,20338,41469,119423,659,1
1389,40,64,1979,8,Female,6950 Federal Avenue,3383,-8626,17067,34799,72749,793,2
1498,47,66,1972,7,Female,69590 Rose Drive,3968,-7498,24911,50790,3547,726,4
1346,53,65,1966,3,Female,696 Oak Boulevard,3681,-11975,17985,36672,99454,655,2
208,37,66,1982,7,Female,6976 Ocean View Avenue,4779,-1222,33226,67747,76650,804,3
1287,32,67,1987,7,Female,698 11th Lane,3555,-7705,15827,32274,72974,545,1
398,49,69,1970,11,Female,6999 Lexington Lane,3851,-12149,18344,37401,76201,737,4
1134,18,59,2002,2,Female,7 11th Drive,2945,-985,12677,25847,46379,568,1
1113,19,69,2000,5,Female,700 Madison Lane,4176,-8829,14200,28953,3619,738,2
1374,28,66,1991,7,Female,7004 Mill Drive,4245,-8784,19463,39679,93772,758,2
235,32,67,1987,12,Female,7012 11th Lane,4071,-7399,23874,48676,110589,721,4
1955,85,62,1934,4,Female,7016 Hillside Lane,3554,-8284,16248,28134,2081,674,2
247,49,69,1970,7,Female,704 East Drive,3021,-932,26772,54587,69070,761,6
94,59,72,1961,1,Female,704 Summit Drive,3571,-8115,18029,36760,95755,593,2
187,35,72,1984,9,Female,707 Elm Boulevard,3777,-7999,17537,35760,62768,830,1
1614,40,70,1979,9,Female,7072 Mountain View Avenue,3548,-9689,17730,36152,81345,716,1
701,28,59,1991,12,Female,7087 Plum Street,2775,-8264,26476,53984,76118,701,1
768,53,67,1966,10,Female,709 River Lane,4013,-7506,34043,69412,177225,620,1
767,32,63,1988,1,Female,7096 Park Street,4328,-7247,18013,36729,48624,686,3
1316,27,65,1993,2,Female,711 Norfolk Drive,406,-8065,16314,33266,0,693,5
396,89,72,1930,10,Female,711 South Boulevard,4207,-8781,38274,50341,3270,735,5
971,20,66,1999,10,Female,711 Tenth Street,3337,-8478,19899,40572,0,732,5
1862,25,65,1994,4,Female,7111 Lexington Avenue,4157,-9361,18568,37864,57052,686,1
1111,20,65,1999,3,Female,7132 Rose Avenue,2663,-8199,17120,34907,64107,742,3
1541,48,65,1971,10,Female,7139 Lake Boulevard,3609,-8413,18353,37422,127116,681,5
956,30,66,1989,12,Female,714 North Drive,3998,-8298,23104,47110,57159,804,2
1349,48,64,1971,8,Female,716 Lake Avenue,2976,-9538,13862,28267,35727,799,3
121,34,66,1985,11,Female,71858 Mountain View Street,4421,-8843,22277,45419,124370,721,3
1802,39,62,1980,11,Female,719 Third Lane,4034,-7444,29088,59313,102360,802,2
1265,18,67,2002,2,Female,72 El Camino Boulevard,4043,-7997,24400,49748,23161,748,1
1143,20,61,2000,2,Female,72 Lexington Avenue,4055,-7428,30587,62365,137710,606,1
714,61,67,1958,10,Female,72 Second Street,4534,-12266,35992,73383,155191,760,2
142,59,68,1960,11,Female,723 Fourth Drive,419,-7208,25399,51788,77642,675,2
1276,82,66,1937,6,Female,7236 South Boulevard,4183,-8768,25365,41793,1141,730,5
1515,77,67,1942,12,Female,7239 Hill Lane,4034,-7642,20983,30457,19314,520,5
136,18,66,2001,4,Female,724 Essex Drive,3822,-8574,31636,64504,69041,695,3
59,85,69,1934,8,Female,726 Oak Avenue,3278,-10826,16654,25066,424,695,7
1227,65,67,1954,11,Female,727 Eighth Lane,4237,-8346,33031,67344,7049,804,4
1569,68,65,1951,3,Female,7276 Valley Drive,4354,-9673,20153,39082,16870,722,4
1717,67,67,1952,7,Female,728 Sixth Avenue,4306,-7827,17665,43070,14135,726,4
1259,64,69,1955,7,Female,729 Littlewood Avenue,4118,-7342,94302,192269,100192,700,6
1436,21,55,1998,8,Female,729 Wessex Avenue,4152,-8742,21992,44842,54189,500,4
410,54,60,1966,2,Female,72990 Second Drive,4062,-9663,23029,46956,94340,610,2
795,40,58,1979,3,Female,73 Oak Street,3279,-9676,37234,75918,94579,759,2
1979,38,68,1982,2,Female,731 Lincoln Boulevard,2637,-801,31706,64647,58250,738,4
1574,22,69,1997,3,Female,7318 Mill Lane,3489,-7754,15661,31933,65405,746,1
198,49,73,1970,3,Female,732 Lincoln Drive,2795,-8248,15447,31497,30805,702,3
1652,51,65,1969,2,Female,733 Maple Drive,3895,-9232,20966,42749,53471,728,4
32,82,67,1937,9,Female,7336 First Avenue,4031,-7954,23074,52315,3174,695,4
267,61,66,1958,3,Female,7360 Lexington Drive,3796,-8382,13602,27733,21785,765,3
53,49,68,1970,12,Female,7406 Mill Avenue,3862,-12062,19471,39700,59062,701,3
543,43,65,1976,3,Female,742 Lake Street,4337,-12414,15069,30721,49961,749,3
1460,24,65,1995,7,Female,7454 12th Lane,4252,-8788,30288,61760,163824,590,2
670,21,71,1998,3,Female,7469 El Camino Street,4231,-8321,11773,24006,57226,801,2
658,40,64,1980,2,Female,7476 First Lane,2967,-8233,25812,52630,68559,725,4
1246,49,67,1970,5,Female,7499 Lake Boulevard,3076,-8812,15207,31008,60527,713,4
335,46,68,1973,7,Female,75 Birch Lane,2674,-8012,27696,56467,66565,688,3
202,20,66,1999,7,Female,75 Third Avenue,3933,-844,31920,65082,88347,850,1
1702,53,68,1967,2,Female,75011 Lafayette Drive,3399,-11753,19851,40470,87086,691,5
363,52,66,1967,9,Female,7508 Grant Street,279,-8278,23878,48686,113137,701,3
664,22,68,1997,4,Female,751 Fifth Street,4086,-7678,16519,33681,78326,697,2
1145,43,65,1977,1,Female,7512 South Boulevard,4426,-8839,36825,75080,35268,747,3
1838,18,68,2001,12,Female,753 East Avenue,3505,-7887,19520,39803,53607,695,1
864,56,69,1963,10,Female,7532 Park Boulevard,4343,-11632,19198,39146,72957,766,3
138,43,68,1977,2,Female,754 South Avenue,4077,-7904,16071,32770,103262,641,4
613,39,69,1980,9,Female,7549 Fourth Lane,4187,-8801,27741,56562,111495,712,4
1786,48,63,1971,3,Female,7554 Sixth Street,4083,-8126,18936,38611,93255,755,5
409,54,65,1965,8,Female,7561 Littlewood Street,4249,-9235,14568,29699,6569,711,3
1523,61,73,1958,10,Female,7561 Valley Avenue,3607,-7982,19453,39661,74740,850,4
1315,57,70,1962,8,Female,759 Madison Drive,3861,-8878,15976,32576,0,753,4
1978,19,71,2000,12,Female,76 Birch Drive,3276,-9434,15299,31197,84749,844,2
1743,18,75,2002,1,Female,76 Federal Avenue,3919,-9659,25658,52315,109513,774,4
468,48,65,1971,9,Female,76 Lexington Boulevard,4165,-9153,23238,47374,35312,714,2
540,25,69,1994,9,Female,76009 Valley Stream Boulevard,4237,-8786,15770,32160,62803,634,1
1899,31,67,1988,8,Female,761 Main Avenue,4794,-1220,28037,57166,111755,737,2
787,19,67,2000,3,Female,762 Lake Drive,2961,-9561,35183,71740,38238,767,2
1544,36,65,1983,9,Female,7643 Martin Luther King Street,401,-8462,16351,33339,83353,679,2
1718,81,67,1938,11,Female,766 Third Drive,3402,-11789,22681,33483,196,698,5
1834,32,66,1987,7,Female,767 Park Drive,3357,-10187,17444,35565,54634,681,3
1579,81,70,1938,6,Female,7673 Plum Drive,2795,-8248,18881,28594,1821,728,5
577,28,65,1992,1,Female,769 Madison Drive,3207,-11092,16238,33106,108695,763,2
1945,56,70,1964,2,Female,7728 Oak Drive,3472,-9235,14736,30042,9208,727,4
366,50,68,1969,12,Female,773 12th Street,4401,-8855,19573,39911,93823,625,7
1822,87,65,1933,1,Female,7736 Eighth Boulevard,2709,-8243,14395,22894,1501,767,5
1322,35,62,1984,5,Female,775 Essex Lane,3967,-7575,22319,45508,93806,636,1
204,31,67,1988,9,Female,775 Lexington Boulevard,3064,-9768,20968,42754,60172,656,1
1122,33,66,1986,11,Female,776 Bayview Avenue,4084,-7328,34188,69706,97070,785,2
1343,22,62,1997,7,Female,777 Valley Stream Lane,4183,-8768,11951,24369,37437,575,4
1378,46,67,1973,3,Female,778 Main Avenue,4427,-8834,20013,40810,65643,614,4
1245,54,58,1965,9,Female,780 Ocean Avenue,3743,-7654,21040,42900,111007,802,6
434,31,74,1988,10,Female,7808 Lincoln Drive,4202,-9362,26190,53395,73370,785,3
1590,48,62,1971,5,Female,781 East Street,2945,-985,10059,20513,32509,599,1
1133,30,66,1989,10,Female,781 Federal Street,4311,-778,22855,46599,12700,684,4
1996,46,66,1973,6,Female,7853 Grant Street,2943,-9524,21956,44768,59862,728,3
1888,75,59,1944,6,Female,7854 Plum Avenue,4465,-9317,28429,41513,15899,748,3
98,80,67,1939,4,Female,7872 Oak Drive,4014,-8761,15755,16646,1639,590,2
1567,43,68,1976,8,Female,7874 Wessex Street,421,-7626,19901,40576,54011,747,2
538,66,69,1954,2,Female,7888 Fourth Street,353,-7715,14844,30265,36789,814,4
1795,25,66,1994,10,Female,79 Hill Avenue,4525,-9333,29580,60310,91017,647,6
1410,22,63,1998,1,Female,7902 Norfolk Drive,393,-7644,21017,42856,67954,571,1
1725,49,66,1970,9,Female,791 11th Boulevard,3755,-7746,20917,42652,133935,729,6
54,21,68,1998,4,Female,7914 Essex Boulevard,4166,-8358,21660,44160,134173,696,3
199,67,67,1952,4,Female,7927 Plum Lane,331,-9666,32580,78329,40161,720,3
637,42,68,1978,2,Female,794 Lake Street,4098,-7406,37908,77288,46160,771,4
797,61,69,1958,9,Female,7945 Fourth Avenue,213,-15785,30410,62005,149968,651,9
1413,39,65,1980,5,Female,796 Sussex Avenue,3903,-8705,15285,31170,33165,685,5
1135,89,69,1931,1,Female,796 West Lane,3384,-11835,31496,68010,0,704,7
1345,83,66,1936,9,Female,7978 Main Lane,3021,-9092,24703,16620,1140,804,8
1562,38,65,1982,2,Female,8 Hillside Lane,3626,-9469,12517,25524,69401,759,3
103,41,71,1978,3,Female,8 Tenth Drive,3582,-7865,17056,34774,78060,850,5
680,42,63,1977,8,Female,800 Madison Street,285,-8137,13414,27354,42226,799,1
1428,35,62,1984,11,Female,800 Ninth Boulevard,3767,-9266,13963,28472,42750,508,1
877,36,63,1983,8,Female,801 Mill Boulevard,3344,-11185,16829,34317,61826,610,3
1130,50,65,1970,1,Female,801 Mountain View Street,473,-12231,21756,44355,44779,680,3
255,18,57,2001,8,Female,8026 East Drive,2979,-9582,21214,43253,56323,718,1
234,42,73,1977,11,Female,8027 Main Drive,3276,-9659,18452,37623,923,726,6
794,49,67,1970,11,Female,803 Plum Avenue,3394,-1182,14528,29621,0,730,3
81,66,68,1953,3,Female,804 Sixth Boulevard,2957,-9796,17440,35560,60397,723,5
248,80,67,1939,12,Female,80471 Eighth Street,2795,-8248,13254,13596,352,684,4
1815,59,66,1960,3,Female,8060 Pine Boulevard,4182,-7141,30403,61991,2151,758,4
311,46,68,1973,12,Female,8070 Mill Lane,3718,-1136,14470,29510,47153,752,4
963,24,70,1995,12,Female,8094 Catherine Lane,4263,-7132,20458,41714,54541,687,3
871,86,71,1933,5,Female,81 Hill Avenue,4238,-831,13820,22650,0,690,6
651,53,66,1966,5,Female,810 Summit Lane,3856,-7607,16852,34361,41375,643,1
244,40,62,1979,7,Female,8100 Hill Avenue,3058,-8458,13144,26802,43444,638,2
1623,32,73,1987,4,Female,8121 North Boulevard,3911,-8446,17278,35227,25277,746,3
1658,28,59,1991,3,Female,8128 Hillside Avenue,4184,-8775,13891,28324,62363,695,2
25,22,64,1997,3,Female,814 Washington Street,3336,-11193,24122,49190,122458,630,1
317,67,65,1952,3,Female,816 El Camino Drive,3974,-1216,15436,19199,15091,715,3
1707,28,70,1991,12,Female,816 Little Creek Lane,4612,-12367,17260,35194,56006,620,1
1825,70,65,1949,9,Female,817 Ocean Avenue,3969,-10481,24849,45754,9066,718,4
566,60,67,1959,10,Female,8179 Valley Stream Drive,4279,-8362,22680,46244,108449,814,5
376,50,74,1969,4,Female,818 12th Lane,398,-7462,28433,57975,34570,773,4
724,45,72,1974,5,Female,819 El Camino Boulevard,3597,-9676,17237,35142,107898,731,4
796,25,70,1994,5,Female,8199 Norfolk Avenue,3942,-7629,21177,43178,74257,746,3
639,55,73,1965,2,Female,82 Jefferson Avenue,4112,-8301,18462,37645,46298,654,4
1934,47,67,1973,1,Female,820 Second Lane,340,-1183,13614,27763,59691,691,1
1820,60,65,1959,7,Female,822 Lake Drive,2577,-802,18828,38394,69393,693,5
1975,53,67,1967,2,Female,8224 Fourth Drive,4155,-7303,19114,38972,44098,738,3
1274,49,61,1970,4,Female,824 West Drive,4195,-717,24260,49464,123198,705,6
268,20,62,1999,9,Female,825 Norfolk Drive,4302,-7875,29558,60265,80939,582,3
1977,43,69,1976,8,Female,825 Sussex Avenue,415,-875,28048,57185,0,773,3
806,24,67,1995,4,Female,8251 Park Lane,4011,-8313,38243,77972,6128,686,3
1416,73,65,1946,9,Female,8258 Jefferson Drive,4303,-763,24172,48750,18724,709,8
1974,74,57,1945,4,Female,826 12th Drive,3999,-11181,18058,31792,28723,647,3
1984,29,60,1990,5,Female,8265 Mountain View Drive,4397,-8895,19059,38861,62080,528,1
1751,29,66,1990,11,Female,828 Little Creek Boulevard,3878,-907,30202,61581,241312,736,2
1679,18,67,2002,1,Female,829 Fourth Boulevard,4176,-7148,33914,69149,89214,776,1
742,69,67,1950,12,Female,829 Mill Boulevard,3874,-7748,24016,50753,20226,698,4
737,61,60,1958,3,Female,8301 Tenth Drive,4233,-12279,18961,30359,16552,758,2
1302,62,72,1958,2,Female,8323 Catherine Boulevard,3642,-8146,14218,28988,13351,694,4
1013,25,69,1995,1,Female,834 Elm Avenue,3899,-10505,23550,48017,95549,711,1
1373,35,66,1984,12,Female,834 Tenth Lane,4107,-8513,16764,34181,50668,764,2
139,73,65,1947,1,Female,835 Main Street,4064,-7394,19652,31317,4591,687,4
1102,49,65,1970,7,Female,836 Bayview Avenue,3612,-9591,46461,94733,0,707,5
1107,71,69,1949,1,Female,836 Summit Boulevard,4223,-7634,18323,40516,6908,698,5
379,47,65,1972,11,Female,837 Lincoln Avenue,3068,-8804,21331,43496,114563,765,3
519,57,67,1962,6,Female,839 East Avenue,3614,-11503,19377,39508,18870,770,4
183,24,65,1995,12,Female,84 Second Lane,4183,-8768,18937,38609,39867,798,3
132,77,72,1942,5,Female,8407 Littlewood Street,2748,-8257,13972,31555,12777,696,4
1352,65,64,1954,3,Female,8437 Sixth Street,4475,-856,20035,42102,9645,672,3
736,27,66,1992,9,Female,8440 Park Drive,3999,-10509,30072,61317,0,741,3
1637,32,66,1988,2,Female,8445 11th Lane,3499,-8086,26878,54804,172493,687,2
1465,29,65,1991,2,Female,8463 Second Street,3953,-8408,25333,51651,22705,801,3
897,30,64,1989,8,Female,847 Martin Luther King Lane,3107,-8319,13238,26996,33332,501,2
1121,44,68,1975,6,Female,8476 Lincoln Street,3278,-7999,41380,84365,113529,796,5
862,25,67,1995,1,Female,8482 Elm Lane,3242,-9667,21032,42883,65917,807,3
1990,19,62,2000,12,Female,849 George Avenue,3877,-7606,23180,47263,74853,726,2
273,42,72,1977,4,Female,849 Norfolk Lane,4116,-8056,18351,37415,66403,665,1
112,54,66,1965,12,Female,85 Lafayette Boulevard,4398,-756,17220,35114,24637,686,5
828,59,71,1960,3,Female,85 Littlewood Avenue,2945,-985,17609,35906,69819,659,3
93,33,69,1986,8,Female,850 Birch Avenue,3575,-8779,14073,28696,52910,686,4
1688,27,66,1992,7,Female,8555 Eighth Avenue,3716,-815,16501,33641,40696,743,1
668,87,57,1932,10,Female,8569 Wessex Boulevard,3352,-8679,13263,16342,1758,747,5
823,41,65,1978,3,Female,858 Jefferson Avenue,367,-7663,20353,41496,9222,807,2
751,61,64,1958,8,Female,860 Martin Luther King Boulevard,3345,-9674,24364,49677,108399,593,4
678,63,67,1957,2,Female,861 Martin Luther King Boulevard,4288,-7885,14456,29477,56355,850,4
1206,34,65,1985,9,Female,862 11th Drive,3789,-12203,42685,87030,161964,727,3
957,73,64,1946,9,Female,862 Martin Luther King Drive,3917,-7726,33637,37789,24575,605,3
703,53,66,1966,11,Female,864 Jefferson Drive,3023,-9219,19798,40363,111112,711,4
847,81,68,1938,4,Female,864 Main Lane,3578,-9524,18585,27864,1371,591,6
1745,20,65,2000,2,Female,8643 Lafayette Boulevard,3394,-8399,24252,49449,30723,728,3
756,66,65,1953,10,Female,8651 North Boulevard,3964,-8408,28466,59251,29300,679,1
1166,44,66,1975,5,Female,8659 El Camino Street,3939,-8456,19569,39898,43630,682,3
1926,70,67,1950,1,Female,867 Valley Stream Boulevard,2878,-8127,17736,26574,5244,689,3
455,41,69,1979,1,Female,8676 River Avenue,4066,-7373,24412,49776,17352,684,3
640,29,63,1990,9,Female,8677 Littlewood Lane,4042,-10474,22427,45727,94016,629,1
807,52,71,1967,8,Female,869 Little Creek Lane,4277,-861,18877,38487,49725,691,3
426,26,65,1993,4,Female,8709 Fifth Street,429,-8582,20773,42348,6204,754,4
28,39,65,1980,4,Female,871 12th Lane,3863,-7726,26618,54273,110237,789,4
292,23,65,1996,9,Female,871 Second Street,3279,-11696,20947,42711,48493,717,1
1250,85,67,1935,1,Female,872 Lake Avenue,4001,-7836,15262,38499,1493,746,5
175,33,63,1986,6,Female,8740 Lafayette Drive,4068,-7337,26528,54091,165960,675,1
938,28,73,1991,7,Female,875 Plum Street,3897,-9495,24982,50934,54406,720,3
832,40,67,1979,5,Female,8799 Elm Avenue,332,-9665,24684,50329,76759,625,4
926,20,60,1999,11,Female,88 George Street,4114,-8136,20305,41403,206131,776,1
1202,63,65,1956,10,Female,881 Ocean View Street,4183,-8768,0,4,0,691,3
1342,27,61,1993,1,Female,883 Federal Street,4291,-787,19983,40744,50803,717,1
1632,20,70,1999,8,Female,885 Bayview Lane,4687,-9681,22214,45292,88917,660,4
698,55,66,1964,10,Female,886 Little Creek Drive,4262,-7383,31927,65094,23909,699,3
1077,57,54,1962,12,Female,886 Plum Boulevard,3912,-12328,17899,12044,10323,576,3
1270,31,67,1988,4,Female,8862 Ninth Avenue,4021,-7527,35861,73117,73557,685,2
1752,34,60,1986,1,Female,887 Grant Street,2997,-9212,18730,38190,81262,810,1
1424,101,68,1918,5,Female,887 Third Boulevard,3513,-11299,13086,15348,1396,761,4
1295,70,70,1950,2,Female,888 Lincoln Street,4678,-9211,17474,27772,14408,788,4
184,50,69,1969,4,Female,8886 Little Creek Street,4283,-8907,21348,43529,126175,797,6
697,56,73,1964,1,Female,889 Martin Luther King Avenue,3572,-7884,32485,66230,90248,742,3
1088,49,65,1970,11,Female,8893 Littlewood Lane,3278,-7999,17158,34982,134631,765,3
367,27,67,1992,8,Female,8893 Valley Drive,4152,-8742,21992,44843,67179,756,2
968,21,69,1998,9,Female,89 Oak Lane,4288,-7885,14456,29475,48741,722,1
91,38,72,1981,10,Female,89 Washington Boulevard,3973,-7553,35630,72647,90579,739,1
1796,60,67,1959,4,Female,89075 Spruce Drive,3856,-8661,15138,30867,12686,794,3
99,63,65,1956,11,Female,891 El Camino Lane,2623,-8013,26530,54095,76109,753,3
1700,45,62,1975,1,Female,891 Fourth Avenue,4081,-8193,18962,38666,116783,822,1
1750,47,55,1973,2,Female,892 Elm Street,418,-8787,34681,70711,100226,741,2
643,29,65,1991,1,Female,892 Spruce Street,4069,-7375,21283,43397,42168,697,2
1351,18,55,2001,12,Female,892 Third Boulevard,6114,-14976,28730,58579,94998,808,1
1508,66,69,1953,4,Female,8929 Essex Drive,3916,-8652,19125,38999,64875,747,4
1347,64,64,1955,5,Female,893 Littlewood Lane,3573,-7792,23756,55418,20950,590,3
1729,29,56,1990,9,Female,8958 Catherine Street,403,-1123,24445,49842,79750,698,1
233,37,64,1982,12,Female,896 Rose Street,4496,-9326,23278,47464,83591,716,1
1162,22,69,1997,12,Female,8974 West Lane,3546,-9751,19076,38892,50150,705,2
929,63,62,1956,4,Female,899 Grant Lane,4015,-7522,44106,56102,59198,850,1
1240,56,67,1963,5,Female,899 Maple Street,4026,-8184,15603,31814,43140,693,3
1284,50,64,1969,9,Female,8990 Plum Street,4176,-7008,19591,39947,57346,765,2
354,77,72,1942,8,Female,9 Plum Boulevard,3886,-10476,22185,31942,11845,713,6
799,34,68,1985,7,Female,90 El Camino Avenue,4288,-7885,15461,31525,57818,686,2
1895,56,65,1963,3,Female,900 Littlewood Street,3975,-7422,20034,40848,146608,706,2
1012,35,66,1984,6,Female,9006 Ocean Boulevard,3995,-7516,16114,32855,94228,693,2
449,58,70,1962,2,Female,901 Oak Street,4056,-7975,19517,39796,9452,729,5
172,47,66,1972,4,Female,9020 North Street,3985,-8893,22153,45164,0,730,3
430,52,67,1967,5,Female,903 Hill Boulevard,4142,-8735,26168,53350,128676,685,5
1572,40,70,1979,7,Female,903 Norfolk Boulevard,3068,-8804,9284,18935,43928,658,3
364,65,65,1954,5,Female,9052 River Lane,3579,-8397,18273,39809,0,775,4
1009,41,65,1979,1,Female,9059 Eighth Avenue,3601,-8215,14093,28733,0,702,3
179,33,67,1986,5,Female,906 Little Creek Drive,3498,-8054,19605,39974,64403,652,2
1985,50,69,1969,3,Female,9061 Grant Avenue,3406,-8427,0,1426,3154,680,3
23,18,70,2001,5,Female,9085 West Drive,298,-9873,31193,63600,102773,645,1
101,18,62,2002,1,Female,91 Essex Lane,3288,-10595,15095,30778,73680,681,1
1412,58,67,1961,6,Female,91 Jefferson Drive,3697,-8644,26567,54166,0,707,5
740,30,62,1989,8,Female,9104 Second Avenue,2976,-9538,15862,32343,39656,683,3
890,37,66,1983,1,Female,911 Ocean Boulevard,3387,-11789,25592,52181,26792,727,2
1216,26,61,1993,11,Female,9129 Lexington Lane,3774,-8429,19666,40102,57857,601,6
182,49,70,1971,2,Female,916 Birch Drive,2614,-8179,25006,50984,65126,616,2
827,61,71,1958,4,Female,9189 Valley Street,431,-7523,15194,30984,39222,616,4
861,22,67,1997,7,Female,919 First Street,4199,-892,20147,41080,106545,793,1
753,53,66,1967,2,Female,919 Oak Boulevard,3324,-8759,15540,31688,66776,605,3
343,55,72,1964,9,Female,919 Ocean View Lane,3773,-12124,23368,47643,45706,764,8
1489,58,65,1961,11,Female,9191 Main Avenue,4303,-7107,25001,50980,87715,691,1
454,88,65,1931,4,Female,9192 Birch Lane,4687,-9681,22214,38523,49,751,5
1699,67,65,1953,1,Female,9205 Summit Street,3742,-12194,51631,52929,37514,737,7
1563,49,67,1970,8,Female,924 Spruce Street,3396,-11827,11073,22583,62461,683,4
222,48,70,1971,7,Female,9243 Oak Street,3376,-8433,45818,93417,115916,714,3
950,23,66,1996,9,Female,9264 Norfolk Lane,285,-8137,14405,29376,51428,629,1
744,58,67,1961,10,Female,927 Ocean View Drive,2577,-802,21923,44699,21685,842,5
1710,33,69,1986,10,Female,928 Bayview Street,4354,-8946,19635,40029,0,787,3
1956,43,71,1976,8,Female,93 11th Avenue,3381,-11797,18330,37371,3378,739,4
97,69,60,1950,3,Female,93 Mill Drive,3597,-8394,19596,32952,5077,765,1
